1,1,851,470,326,224,1,0,1
1,2,555,298,188,121,1,0,1
1,3,501,263,156,102,1,0,1
1,4,406,213,118,80,1,0,1
1,5,317,132,100,86,1,0,1
1,6,21,153,100,76,1,0,1
1,7,0,130,71,70,1,0,1
1,1,841,357,107,93,1,1,1
1,2,751,317,108,89,1,1,1
1,1,0,829,43,250,1,2,1
1,1,1056,762,151,263,1,3,1
1,2,576,467,83,173,1,3,1
1,3,539,353,67,135,1,3,1
1,4,384,329,64,142,1,3,1
1,5,27,629,124,259,1,3,1
1,6,7,429,83,168,1,3,1
1,7,279,175,42,81,1,3,1
1,8,238,145,40,73,1,3,1
1,9,150,156,38,65,1,3,1
1,10,156,129,41,46,1,3,1
1,1,1228,675,441,330,1,4,1
1,2,40,329,108,169,1,4,1
2,1,851,470,326,224,1,0,1
2,2,554,297,190,122,1,0,1
2,3,501,263,156,102,1,0,1
2,4,406,213,118,80,1,0,1
2,5,317,132,100,86,1,0,1
2,6,22,153,100,76,1,0,1
2,7,0,130,68,69,1,0,1
2,1,841,357,107,93,1,1,1
2,2,751,317,108,89,1,1,1
2,1,0,829,44,250,1,2,1
2,1,1032,745,148,258,1,3,1
2,2,568,460,82,170,1,3,1
2,3,533,349,66,134,1,3,1
2,4,380,324,63,140,1,3,1
2,5,32,637,126,263,1,3,1
2,6,8,435,84,170,1,3,1
2,7,277,174,42,80,1,3,1
2,8,237,144,40,73,1,3,1
2,9,149,155,38,64,1,3,1
2,10,154,129,40,44,1,3,1
2,1,1232,674,437,331,1,4,1
2,2,41,333,110,172,1,4,1
3,1,851,470,326,224,1,0,1
3,2,555,298,188,121,1,0,1
3,3,501,263,156,102,1,0,1
3,4,406,213,118,80,1,0,1
3,5,317,132,100,86,1,0,1
3,6,24,153,101,77,1,0,1
3,7,0,130,69,70,1,0,1
3,1,841,357,107,93,1,1,1
3,2,751,317,108,89,1,1,1
3,1,0,829,44,250,1,2,1
3,1,1009,728,144,252,1,3,1
3,2,561,454,80,168,1,3,1
3,3,527,344,66,132,1,3,1
3,4,376,320,62,138,1,3,1
3,5,37,646,128,267,1,3,1
3,6,9,440,85,172,1,3,1
3,7,275,172,41,79,1,3,1
3,8,237,144,39,72,1,3,1
3,9,148,153,37,64,1,3,1
3,10,153,128,39,43,1,3,1
3,1,1230,674,439,331,1,4,1
3,2,43,338,111,174,1,4,1
4,1,851,470,326,224,1,0,1
4,2,555,298,188,121,1,0,1
4,3,501,263,156,102,1,0,1
4,4,406,213,118,80,1,0,1
4,5,317,132,100,86,1,0,1
4,6,26,154,101,77,1,0,1
4,7,1,130,70,71,1,0,1
4,1,841,357,107,93,1,1,1
4,2,751,317,108,89,1,1,1
4,1,0,829,44,250,1,2,1
4,1,986,711,141,248,1,3,1
4,2,554,447,80,166,1,3,1
4,3,521,341,65,131,1,3,1
4,4,372,315,62,137,1,3,1
4,5,42,655,129,270,1,3,1
4,6,10,446,86,174,1,3,1
4,7,272,170,41,79,1,3,1
4,8,236,142,39,72,1,3,1
4,9,147,152,37,64,1,3,1
4,10,151,127,38,43,1,3,1
4,1,1232,674,437,331,1,4,1
4,2,44,342,112,176,1,4,1
5,1,851,470,326,224,1,0,1
5,2,555,298,188,121,1,0,1
5,3,501,263,156,102,1,0,1
5,4,406,213,118,80,1,0,1
5,5,317,132,100,86,1,0,1
5,6,25,155,105,77,1,0,1
5,7,0,130,69,70,1,0,1
5,1,841,357,107,93,1,1,1
5,2,751,317,108,89,1,1,1
5,1,0,829,44,250,1,2,1
5,1,964,696,139,243,1,3,1
5,2,546,441,79,164,1,3,1
5,3,515,337,64,129,1,3,1
5,4,368,311,61,135,1,3,1
5,5,47,664,131,273,1,3,1
5,6,11,452,87,176,1,3,1
5,7,270,169,41,79,1,3,1
5,8,235,142,39,71,1,3,1
5,9,146,150,37,63,1,3,1
5,10,146,129,40,41,1,3,1
5,1,1232,672,437,333,1,4,1
5,2,46,346,114,178,1,4,1
6,1,851,470,326,224,1,0,1
6,2,555,298,188,121,1,0,1
6,3,501,263,156,102,1,0,1
6,4,406,213,118,80,1,0,1
6,5,317,132,100,86,1,0,1
6,6,27,155,106,77,1,0,1
6,7,0,131,69,70,1,0,1
6,1,841,357,107,93,1,1,1
6,2,751,317,108,89,1,1,1
6,1,1,838,46,241,1,2,1
6,1,943,682,136,238,1,3,1
6,2,539,435,77,161,1,3,1
6,3,509,333,64,128,1,3,1
6,4,364,306,60,133,1,3,1
6,5,52,673,133,277,1,3,1
6,6,12,458,88,179,1,3,1
6,7,268,167,41,79,1,3,1
6,8,235,140,39,71,1,3,1
6,9,145,149,37,63,1,3,1
6,1,1232,674,437,331,1,4,1
6,2,47,351,115,181,1,4,1
7,1,851,470,326,224,1,0,1
7,2,555,298,188,121,1,0,1
7,3,501,263,156,102,1,0,1
7,4,406,213,118,80,1,0,1
7,5,317,132,100,86,1,0,1
7,6,24,155,112,75,1,0,1
7,7,0,131,69,70,1,0,1
7,1,841,357,107,93,1,1,1
7,2,751,317,108,89,1,1,1
7,1,1,830,44,249,1,2,1
7,1,923,669,133,233,1,3,1
7,2,533,428,76,159,1,3,1
7,3,504,329,63,127,1,3,1
7,4,361,302,59,132,1,3,1
7,5,58,683,134,280,1,3,1
7,6,13,464,89,181,1,3,1
7,7,265,166,41,78,1,3,1
7,8,234,139,39,71,1,3,1
7,9,144,147,37,63,1,3,1
7,1,1233,672,436,333,1,4,1
7,2,49,356,117,183,1,4,1
8,1,851,470,326,224,1,0,1
8,2,555,298,188,121,1,0,1
8,3,501,263,156,102,1,0,1
8,4,406,213,118,80,1,0,1
8,5,317,132,100,86,1,0,1
8,6,25,155,114,76,1,0,1
8,7,0,131,69,70,1,0,1
8,1,841,357,107,93,1,1,1
8,2,751,317,108,89,1,1,1
8,1,1,841,47,238,1,2,1
8,1,903,655,130,228,1,3,1
8,2,526,422,76,158,1,3,1
8,3,498,325,62,125,1,3,1
8,4,357,298,59,131,1,3,1
8,5,63,694,136,285,1,3,1
8,6,14,471,90,183,1,3,1
8,7,263,164,40,78,1,3,1
8,8,234,139,38,70,1,3,1
8,9,143,146,37,62,1,3,1
8,1,1229,671,440,334,1,4,1
8,2,50,361,118,185,1,4,1
9,1,851,470,326,224,1,0,1
9,2,555,298,188,121,1,0,1
9,3,501,263,156,102,1,0,1
9,4,406,213,118,80,1,0,1
9,5,317,132,100,86,1,0,1
9,6,28,156,113,76,1,0,1
9,7,0,131,69,70,1,0,1
9,1,841,357,107,93,1,1,1
9,2,751,317,108,89,1,1,1
9,1,1,841,47,238,1,2,1
9,1,885,642,128,224,1,3,1
9,2,519,417,75,155,1,3,1
9,3,493,321,62,124,1,3,1
9,4,354,294,58,129,1,3,1
9,5,70,705,138,288,1,3,1
9,6,15,477,92,185,1,3,1
9,7,261,163,40,77,1,3,1
9,8,233,137,38,70,1,3,1
9,9,142,144,36,62,1,3,1
9,1,1234,673,435,332,1,4,1
9,2,52,366,120,187,1,4,1
10,1,851,470,326,224,1,0,1
10,2,555,298,188,121,1,0,1
10,3,501,263,156,102,1,0,1
10,4,406,213,118,80,1,0,1
10,5,317,132,100,86,1,0,1
10,6,30,156,114,77,1,0,1
10,7,0,131,69,70,1,0,1
10,1,841,357,107,93,1,1,1
10,2,751,317,108,89,1,1,1
10,1,1,841,47,238,1,2,1
10,1,867,629,125,220,1,3,1
10,2,513,411,74,153,1,3,1
10,3,487,318,61,123,1,3,1
10,4,350,290,58,128,1,3,1
10,5,76,715,140,292,1,3,1
10,6,16,484,93,188,1,3,1
10,7,258,161,40,77,1,3,1
10,8,233,137,38,70,1,3,1
10,9,141,144,36,61,1,3,1
10,1,1231,673,438,332,1,4,1
10,2,53,371,121,190,1,4,1
11,1,851,470,326,224,1,0,1
11,2,555,298,188,121,1,0,1
11,3,501,263,156,102,1,0,1
11,4,406,213,118,80,1,0,1
11,5,317,132,100,86,1,0,1
11,6,32,156,115,77,1,0,1
11,7,0,132,69,70,1,0,1
11,1,841,357,107,93,1,1,1
11,2,751,317,108,89,1,1,1
11,1,1,842,47,237,1,2,1
11,1,850,617,123,215,1,3,1
11,2,507,406,72,151,1,3,1
11,3,482,314,60,121,1,3,1
11,4,347,287,57,126,1,3,1
11,5,83,726,142,296,1,3,1
11,6,17,490,94,191,1,3,1
11,7,256,160,40,76,1,3,1
11,8,233,136,38,70,1,3,1
11,9,140,142,36,61,1,3,1
11,1,1236,673,433,332,1,4,1
11,2,55,376,123,193,1,4,1
12,1,851,470,326,224,1,0,1
12,2,555,298,188,121,1,0,1
12,3,501,263,156,102,1,0,1
12,4,406,213,118,80,1,0,1
12,5,317,132,100,86,1,0,1
12,6,32,157,119,76,1,0,1
12,7,0,133,69,70,1,0,1
12,1,841,357,107,93,1,1,1
12,2,751,317,108,89,1,1,1
12,1,1,843,47,236,1,2,1
12,1,826,599,120,210,1,3,1
12,2,498,398,71,148,1,3,1
12,3,475,309,59,120,1,3,1
12,4,343,281,56,125,1,3,1
12,5,91,742,145,303,1,3,1
12,6,19,501,96,194,1,3,1
12,7,253,158,39,76,1,3,1
12,8,232,135,38,69,1,3,1
12,9,138,140,35,61,1,3,1
12,1,1234,671,435,334,1,4,1
12,2,57,385,125,196,1,4,1
13,1,851,470,326,224,1,0,1
13,2,555,298,188,121,1,0,1
13,3,501,263,156,102,1,0,1
13,4,406,213,118,80,1,0,1
13,5,317,132,100,86,1,0,1
13,6,34,157,119,76,1,0,1
13,7,0,133,69,70,1,0,1
13,1,841,357,107,93,1,1,1
13,2,751,317,108,89,1,1,1
13,1,0,844,46,235,1,2,1
13,1,811,588,118,206,1,3,1
13,2,492,393,70,146,1,3,1
13,3,470,306,59,119,1,3,1
13,4,340,278,55,123,1,3,1
13,5,97,755,147,306,1,3,1
13,6,20,508,97,197,1,3,1
13,7,250,156,39,76,1,3,1
13,8,232,134,37,68,1,3,1
13,9,137,139,35,60,1,3,1
13,1,1234,671,435,334,1,4,1
13,2,58,390,127,199,1,4,1
14,1,851,470,326,224,1,0,1
14,2,555,298,188,121,1,0,1
14,3,501,263,156,102,1,0,1
14,4,406,213,118,80,1,0,1
14,5,317,132,100,86,1,0,1
14,6,37,157,122,78,1,0,1
14,7,0,132,69,71,1,0,1
14,1,841,357,107,93,1,1,1
14,2,751,317,108,89,1,1,1
14,1,1,845,46,234,1,2,1
14,1,796,576,116,203,1,3,1
14,2,486,387,70,145,1,3,1
14,3,466,303,58,117,1,3,1
14,4,337,275,55,121,1,3,1
14,5,103,767,149,311,1,3,1
14,6,21,516,99,199,1,3,1
14,7,248,155,39,75,1,3,1
14,8,232,133,37,67,1,3,1
14,9,135,137,35,60,1,3,1
14,1,1234,671,435,334,1,4,1
14,2,60,395,129,201,1,4,1
15,1,851,470,326,224,1,0,1
15,2,555,298,188,121,1,0,1
15,3,501,263,156,102,1,0,1
15,4,406,213,118,80,1,0,1
15,5,317,132,100,86,1,0,1
15,6,36,158,127,78,1,0,1
15,7,0,132,69,71,1,0,1
15,1,841,357,107,93,1,1,1
15,2,751,317,108,89,1,1,1
15,1,1,846,46,233,1,2,1
15,1,783,566,114,199,1,3,1
15,2,481,382,69,144,1,3,1
15,3,461,299,58,116,1,3,1
15,4,335,271,54,120,1,3,1
15,5,108,779,151,300,1,3,1
15,6,23,523,100,202,1,3,1
15,7,246,154,38,74,1,3,1
15,8,232,132,37,67,1,3,1
15,9,135,137,34,59,1,3,1
15,1,1234,671,435,334,1,4,1
15,2,61,401,130,204,1,4,1
16,1,851,470,326,224,1,0,1
16,2,555,298,188,121,1,0,1
16,3,501,263,156,102,1,0,1
16,4,406,213,118,80,1,0,1
